Rayon,Grp de famille,Famille,Sous famille,DT,DR,Magasin,Barcode,Produit,Assort-typo,Nb jours sans ventes,Motif non détention,Stock UG,SMP,VMH mag,VMH nat,CA TTC mag 3 mois,CA TTC moy 3 mois Market,Potentiel gain mensuel
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070002 - CHIPS AROMATISEES,DTF SUD EST,PROVENCIA F,ANNECY LE VIEUX,3560070430901,135G CHIPS BARBECUE CRF CLASS,DPK-1,565,Dépicking,0,15,null,19.781364593,null,253.120068345,84.373356115
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161002 - PRODUITS SECS POUR CHATS,DTF SUD EST,RHONE ALPES F,ANNEMASSE -BONNEVILL,3560071001575,"7,5KG CROQ POULET/LEG CHAT CRF",DPK-1,261,Dépicking,0,2,null,3.783073852,null,485.677098214,161.892366071
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTI PACA,PACA R1 I,ANTIBES -GRASSE,3497917000136,250G CHIPS NAT PAYSANNE BRET'S,DPK-2,646,Dépicking,0,2,null,6.523079968,null,198.181352113,66.060450704
01 - EPICERIE,105 - HUILES,105 - HUILES,105005 - OLIVE,DTI PACA,PACA R1 I,ANTIBES -GRASSE,3265470063260,75CL HUILE D'OLIVE PUGET,DPK-3,269,Dépicking,0,4,null,2.609261745,null,356.474502591,118.824834197
01 - EPICERIE,100 - TOUT POUR L'APERITIF,100 - TOUT POUR L'APERITIF,100003 - EXTRUDES,DTF SUD EST,PACA 2 F,ANTIBES -NICE,7622210652478,138G CROUSTILLE EMTL. BELIN,DPK-1,26,Dépicking,1,0,null,10.102573643,5.37,193.364881017,64.454960339
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015004 - DOSETTES SOUPLES CAFE ET AUTRE,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,8711000681947,SENSEO CLASSIQ X72 PADS,DPK-1,null,Dépicking,0,1,null,6.38441247,null,853.043294118,284.347764706
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161005 - LITIERES,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3760060016324,"7,1L TRANQUILLE CARBONITE",DPK-2,10,Dépicking,0,2,2.8,11.26152968,129,784.857148023,261.619049341
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015004 - DOSETTES SOUPLES CAFE ET AUTRE,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,8711000681978,SENSEO CORSE X72 PADS,DPK-1,null,Dépicking,0,1,null,5.548981002,null,749.937041667,249.979013889
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070002 - CHIPS AROMATISEES,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3497917002741,125G BRETS PESTO MOZZA,DPK-2,119,Dépicking,0,1,null,12.524160347,null,296.980366062,98.993455354
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070002 - CHIPS AROMATISEES,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3497911131126,250G CHIPS POULET BRAISE BRETS,DPK-1,153,Dépicking,0,3,null,7.285185185,null,212.838054679,70.946018226
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161005 - LITIERES,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3616475746113,5L LITIERE SILICE CHAT CRF COM,DPK-1,5,Dépicking,0,4,3.5,9.388336403,154.5,576.369734787,192.123244929
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015001 - CAFES GRAINS,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3261341001744,1KG CAFE GRAINS ESPRESSO MEO,DPK-1,190,Dépicking,0,1,null,6.020527307,null,1161.323931034,387.107977011
01 - EPICERIE,160 - PRODUITS CHIENS,160 - PRODUITS POUR CHIENS,160002 - PRODUITS SECS POUR CHIENS,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,7613287007025,12KG CROQ MIX ADULT POULE FIDO,DPK-2,null,Dépicking,0,1,null,3.570593485,null,961.183378768,320.394459589
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3497917003151,125G BRET'S MOUTARDE MIEL,DPK-2,114,Dépicking,0,1,null,19.521123188,null,405.030386022,135.010128674
01 - EPICERIE,155 - PRODUITS DIETETIQUES,155 - PRODUITS DIETETIQUES BIO,155004 - BIO CONFITURE MIEL PAT,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3760020507350,350G BEURRE CACAHUETES BIO J.B,DPK-1,null,Dépicking,0,1,null,4.502376302,null,205.733156339,68.57771878
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3497917000136,250G CHIPS NAT PAYSANNE BRET'S,DPK-2,145,Dépicking,0,1,null,6.523079968,null,198.181352113,66.060450704
01 - EPICERIE,155 - PRODUITS DIETETIQUES,155 - PRODUITS DIETETIQUES BIO,155006 - BIO CAFE,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3700110003713,1KG CAFE PUR ARABICA GR BIO,DPK-1,null,Dépicking,0,1,null,1.908540256,null,405.987503198,135.329167733
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015001 - CAFES GRAINS,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,8711000898901,1KG L'OR SELECTION BNS 4PC,DPK-1,175,Dépicking,0,1,null,2.718972454,null,568.30974796,189.436582653
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161005 - LITIERES,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3270190696650,"13,4L LITIERE MIN ABS CRF COMP",DPK-1,null,Dépicking,0,2,null,14.464727609,null,786.612487603,262.204162534
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070002 - CHIPS AROMATISEES,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3497917002789,125G CHIPS BEURRE SALE BRETS,DPK-2,502,Dépicking,0,1,null,7.658730159,null,188.497893258,62.832631086
01 - EPICERIE,110 - VINAIGRES,110 - VINAIGRES,110001 - VINAIGRE D'ALCOOL,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3560071262297,5L VINAIGRE BLC 10% CRF CLASS,DPK-3,360,Dépicking,0,1,null,4.481100393,null,219.638267725,73.212755908
01 - EPICERIE,"095 - SELS, POIVRES ET EPICES","095 - SELS, POIVRES ET EPICES",095001 - SELS,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3183280033290,BV 350GR BALEINE ESSENT. -30%,DPK-1,null,Dépicking,0,1,null,3.719938272,null,139.063268382,46.354422794
01 - EPICERIE,135 - CONSERV.&HORS D'OEUV. POISSONS,135 - CONSERV.&HORS D'OEUV. POISSONS,135002 - THON,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3560071329716,1/3 THON ALBACORE NAT,DPK-1,null,Dépicking,0,1,null,5.904216682,null,205.801487203,68.600495734
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161002 - PRODUITS SECS POUR CHATS,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3560071001575,"7,5KG CROQ POULET/LEG CHAT CRF",DPK-1,556,Dépicking,0,1,null,3.783073852,null,485.677098214,161.892366071
01 - EPICERIE,090 - SAUCES ET CONDIMENTS,090 - SAUCES ET CONDIMENTS,090007 - SAUCES CHAUDES,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3560070278046,3X70G DBLE CONCENT.TOMATE CRF,DPK-1,null,Dépicking,0,18,null,9.59002104,null,243.851411871,81.283803957
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070004 - CHIPS AUTRES,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3497917002451,120G BRETS CHIPS SARRASIN SEL,DPK-1,563,Dépicking,0,1,null,2.858333333,null,151.593312034,50.531104011
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015001 - CAFES GRAINS,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3187570071245,1KG GRAINS ITALIAN STYLE MALGO,DPK-1,null,Dépicking,0,1,null,2.169954868,null,462.919881244,154.306627081
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015004 - DOSETTES SOUPLES CAFE ET AUTRE,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3228470065412,375G X54DOS CLASSIQUE SENSEO,DPK-1,149,Dépicking,0,2,null,4.613278639,null,544.39903176,181.46634392
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3497917003564,125G CHIPS CHEDDAR JALAPENO,DPK-1,94,Dépicking,0,1,null,6.653230769,null,145.024985743,48.341661914
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015001 - CAFES GRAINS,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,8711000898949,1KG L OR ABSOLU BEANS,DPK-1,191,Dépicking,0,1,null,3.104080352,null,607.271620753,202.423873584
01 - EPICERIE,166 - ETHNIQUE,166 - ETHNIQUE,166003 - PRDTS EXOTIQUES AMERIQUE,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,3560071253080,370G TORT WRAPS BLE CP CRF SEL,DPK-1,null,Dépicking,0,1,null,4.06745202,null,134.895939232,44.965313077
01 - EPICERIE,105 - HUILES,105 - HUILES,105003 - MELANGE,DTF SUD EST,PACA 2 F,ANTIBES -PASTEUR,6191509910700,75CL RECHARGE H.OLIVE T.DELYS,DPK-1,null,Dépicking,0,1,null,3.327772389,null,329.60763128,109.869210427
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015001 - CAFES GRAINS,DTF SUD EST,PACA 2 F,ANTIBES -TERRIERS,8711000898949,1KG L OR ABSOLU BEANS,DPK-1,137,Dépicking,1,1,null,3.104080352,null,607.271620753,202.423873584
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015002 - CAFES MOULUS,DTF SUD EST,PACA 2 F,ANTIBES -TERRIERS,3560070938629,4X250G CAFE MLU ARABICA CRF EX,DPK-1,27,Dépicking,28,4,0.233333333,2.499024237,13.59,375.474809259,125.158269753
01 - EPICERIE,130 - CONSERVES DE LEGUMES,130 - CONSERVES DE LEGUMES,130009 - ENTREES,DTF NORD EST,NORD 2 F,ANZIN -VALMONT,3270190178477,450ML COEUR PALM XF CRF CLASS,DPK-1,12,Dépicking,44,1,0.466666667,1.320600073,14.55,71.486765159,23.82892172
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070002 - CHIPS AROMATISEES,DTF NORD EST,EST F,ARCIS S/AUBE,3497911131126,250G CHIPS POULET BRAISE BRETS,DPK-1,163,Dépicking,0,1,null,7.285185185,null,212.838054679,70.946018226
01 - EPICERIE,166 - ETHNIQUE,166 - ETHNIQUE,166002 - PRDTS EXOTIQUES ASIE,DTF NORD EST,EST F,ARCIS S/AUBE,8886303210238,200ML LAIT DE NOIX COCO KARA,DPK-2,null,Dépicking,0,3,null,15.622514928,null,269.820110532,89.940036844
01 - EPICERIE,010 - BISCUITS SUCRES,010 - BISCUITS SUCRES,010006 - ASSORTIMENTS,DTF NORD EST,EST F,ARCIS S/AUBE,3116430058164,500G BT CARTON TEA TIME DELACR,DPK-2,255,Dépicking,0,1,null,3.272966424,null,327.189442191,109.063147397
01 - EPICERIE,155 - PRODUITS DIETETIQUES,155 - PRODUITS DIETETIQUES BIO,155006 - BIO CAFE,DTF NORD EST,EST F,ARCIS S/AUBE,3700110003713,1KG CAFE PUR ARABICA GR BIO,DPK-1,669,Dépicking,0,1,null,1.908540256,null,405.987503198,135.329167733
01 - EPICERIE,105 - HUILES,105 - HUILES,105005 - OLIVE,DTF NORD EST,EST F,ARCIS S/AUBE,6191509910014,75CL H.OLIVE ZRP T.DELYSSA,DPK-2,661,Dépicking,0,1,null,1.83672956,null,215.239485816,71.746495272
01 - EPICERIE,155 - PRODUITS DIETETIQUES,155 - PRODUITS DIETETIQUES BIO,155025 - BIO BOISSON VEGETALE,DTF NORD EST,EST F,ARCIS S/AUBE,3245413451804,1L BOISSON AVOINE BIO CRF BIO,DPK-1,2,Dépicking,0,2,1.866666667,11.949893843,11.16,226.540040614,75.513346871
01 - EPICERIE,155 - PRODUITS DIETETIQUES,155 - PRODUITS DIETETIQUES BIO,155004 - BIO CONFITURE MIEL PAT,DTF NORD EST,EST F,ARCIS S/AUBE,3760020507350,350G BEURRE CACAHUETES BIO J.B,DPK-1,null,Dépicking,0,1,null,4.502376302,null,205.733156339,68.57771878
01 - EPICERIE,090 - SAUCES ET CONDIMENTS,090 - SAUCES ET CONDIMENTS,090007 - SAUCES CHAUDES,DTF NORD EST,EST F,ARCIS S/AUBE,3560071516543,3X70G DOUBLE CONCENTRE  TO SI,DPK-1,439,Dépicking,0,1,null,7.594724221,null,167.423952041,55.807984014
01 - EPICERIE,105 - HUILES,105 - HUILES,105005 - OLIVE,DTF NORD EST,PAS DE CALAIS F,ARQUES -FRAIS FONDS,6191509900855,"HO VIERGE EXTRA BIO 0,75L",DPK-2,664,Dépicking,0,3,null,2.474120956,null,320.608956827,106.869652276
01 - EPICERIE,120 - CONFITURES,120 - CONFITURES,120001 - COMPOTES,DTF NORD EST,PAS DE CALAIS F,ARQUES -FRAIS FONDS,3560070969852,12X90G GRD PANACHE SSA CRF BIO,DPK-1,411,Dépicking,0,1,null,3.29221902,null,197.984366419,65.994788806
01 - EPICERIE,135 - CONSERV.&HORS D'OEUV. POISSONS,135 - CONSERV.&HORS D'OEUV. POISSONS,135002 - THON,DTF GRAND OUEST,SUD OUEST F,ARUDY,3560070811762,3 X 1/4 THON ALBACO PREC CRF C,DPK-1,3,Dépicking,30,12,3.5,7.483393829,190.98,399.239503578,133.079834526
01 - EPICERIE,160 - PRODUITS CHIENS,160 - PRODUITS POUR CHIENS,160002 - PRODUITS SECS POUR CHIENS,DTF IDF NORMANDIE,PARIS SUD F,ASNIERES -REDOUTE,7613287007025,12KG CROQ MIX ADULT POULE FIDO,DPK-2,null,Dépicking,null,1,null,3.570593485,null,961.183378768,320.394459589
01 - EPICERIE,100 - TOUT POUR L'APERITIF,100 - TOUT POUR L'APERITIF,100001 - GRAINES ET MELANGES,DTF SUD EST,OCCITANIE 3 F,AUBENAS -CROISETTE,3327271206809,700G CACAHUETE GRILLEE SALEE,DPK-1,98,Dépicking,0,1,null,3.673820982,null,235.590629944,78.530209981
01 - EPICERIE,166 - ETHNIQUE,166 - ETHNIQUE,166003 - PRDTS EXOTIQUES AMERIQUE,DTF SUD EST,OCCITANIE 3 F,AUBENAS -CROISETTE,3560071517441,620G TORT BLE WRA NAT X10 CRF,DPK-2,563,Dépicking,0,1,null,10.526265271,null,324.325984536,108.108661512
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070002 - CHIPS AROMATISEES,DTF NORD EST,NORD F,AUBIGNY AU BAC,3497917002789,125G CHIPS BEURRE SALE BRETS,DPK-2,null,Dépicking,0,1,null,7.658730159,null,188.497893258,62.832631086
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015005 - DOSETTE RIGIDE CAFE ET AUTRES,DTF NORD EST,NORD F,AUBIGNY AU BAC,8711000705032,L'OR ESPRESSO FORZA CAPS X50,DPK-1,2,Dépicking,3,1,null,5.207614679,29.18,1011.288338434,337.096112811
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070004 - CHIPS AUTRES,DTF NORD EST,NORD F,AUBIGNY AU BAC,3497917002451,120G BRETS CHIPS SARRASIN SEL,DPK-1,null,Dépicking,0,1,null,2.858333333,null,151.593312034,50.531104011
01 - EPICERIE,105 - HUILES,105 - HUILES,105005 - OLIVE,DTF NORD EST,NORD F,AUBIGNY AU BAC,6191509900855,"HO VIERGE EXTRA BIO 0,75L",DPK-2,null,Dépicking,0,1,null,2.474120956,null,320.608956827,106.869652276
01 - EPICERIE,005 - PANIFICATION SECHE,005 - PANIFICATION SECHE,005003 - GRILLES SUEDOIS,DTF NORD EST,NORD F,AUBIGNY AU BAC,7311070032611,425G SANS SUCRE COMPLET KRISPR,DPK-1,28,Dépicking,0,1,0.233333333,5.426446281,16.75,233.556608145,77.852202715
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161005 - LITIERES,DTF NORD EST,NORD F,AUBIGNY AU BAC,3616475746113,5L LITIERE SILICE CHAT CRF COM,DPK-1,207,Dépicking,0,1,null,9.388336403,null,576.369734787,192.123244929
01 - EPICERIE,120 - CONFITURES,120 - CONFITURES,120005 - PATES A TARTINER,DTF NORD EST,NORD F,AUBIGNY AU BAC,8052575090346,250G NOCCIOLATA BIANCA BIO PAT,DPK-3,null,Dépicking,0,1,null,3.53996008,null,182.808882283,60.936294094
01 - EPICERIE,005 - PANIFICATION SECHE,005 - PANIFICATION SECHE,005005 - PAIN GRILLE,DTF NORD EST,NORD F,AUBIGNY AU BAC,7622210416728,455G 22T FROMENT PELLETIER,DPK-1,144,Dépicking,0,1,null,3.897217181,null,146.279038809,48.759679603
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015001 - CAFES GRAINS,DTF NORD EST,NORD F,AUBIGNY AU BAC,8711000898901,1KG L'OR SELECTION BNS 4PC,DPK-1,23,Dépicking,1,1,0.466666667,2.718972454,75.032,568.30974796,189.436582653
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161005 - LITIERES,DTF NORD EST,NORD F,AUBIGNY AU BAC,3760060015990,"3,95L TRANQ SILICECRISTA CHARB",DPK-2,421,Dépicking,0,1,null,4.76078905,null,324.208665116,108.069555039
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070002 - CHIPS AROMATISEES,DTF NORD EST,NORD F,AUBIGNY AU BAC,3497911131126,250G CHIPS POULET BRAISE BRETS,DPK-1,207,Dépicking,0,2,null,7.285185185,null,212.838054679,70.946018226
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF NORD EST,NORD F,AUBIGNY AU BAC,3497917000136,250G CHIPS NAT PAYSANNE BRET'S,DPK-2,303,Dépicking,0,1,null,6.523079968,null,198.181352113,66.060450704
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161005 - LITIERES,DTF NORD EST,NORD F,AUBIGNY AU BAC,3760060016324,"7,1L TRANQUILLE CARBONITE",DPK-2,101,Dépicking,0,1,null,11.26152968,null,784.857148023,261.619049341
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161005 - LITIERES,DTI NORD NORMANDIE,NORD  NORMANDIE R4 I,AUBIGNY EN ARTOIS,3760060015990,"3,95L TRANQ SILICECRISTA CHARB",DPK-2,97,Dépicking,0,5,null,4.76078905,null,324.208665116,108.069555039
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015005 - DOSETTE RIGIDE CAFE ET AUTRES,DTF NORD EST,NORD F,AUCHEL -GANDHI,8711000705162,L'OR ESPRESSO SPLENDENTE X50,DPK-1,324,Dépicking,null,1,null,5.842904892,null,1170.518552846,390.172850949
01 - EPICERIE,105 - HUILES,105 - HUILES,105005 - OLIVE,DTF NORD EST,NORD F,AUCHEL -GANDHI,6191509900671,75CL H.OLIVE TERRA DELYSSA,DPK-1,16,Dépicking,3,1,0.233333333,1.968232662,28.17,233.399038391,77.799679464
01 - EPICERIE,030 - CEREALES ET EN-CAS,030 - CEREALES ET EN-CAS,030003 - BARRES CEREALIERES ET EN-CAS,DTF NORD EST,NORD F,AUCHEL -GANDHI,8410076610744,BARRES PROTEIN CARAMEL SALE 4X,DPK-1,null,Dépicking,null,1,null,6.323356459,null,238.313682524,79.437894175
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070004 - CHIPS AUTRES,DTF NORD EST,NORD F,AUCHEL -GANDHI,3497917002451,120G BRETS CHIPS SARRASIN SEL,DPK-1,null,Dépicking,null,1,null,2.858333333,null,151.593312034,50.531104011
01 - EPICERIE,105 - HUILES,105 - HUILES,105003 - MELANGE,DTF NORD EST,NORD F,AUCHEL -GANDHI,6191509910700,75CL RECHARGE H.OLIVE T.DELYS,DPK-1,null,Dépicking,null,1,null,3.327772389,null,329.60763128,109.869210427
01 - EPICERIE,166 - ETHNIQUE,166 - ETHNIQUE,166003 - PRDTS EXOTIQUES AMERIQUE,DTF NORD EST,NORD F,AUCHEL -GANDHI,3245413497901,320G TORTILLAS MAIS CRF SENSAT,DPK-1,130,Dépicking,0,1,null,4.468130746,null,102.915492401,34.305164134
01 - EPICERIE,005 - PANIFICATION SECHE,005 - PANIFICATION SECHE,005003 - GRILLES SUEDOIS,DTF NORD EST,NORD F,AUCHEL -GANDHI,7311070032611,425G SANS SUCRE COMPLET KRISPR,DPK-1,null,Dépicking,null,1,null,5.426446281,null,233.556608145,77.852202715
01 - EPICERIE,090 - SAUCES ET CONDIMENTS,090 - SAUCES ET CONDIMENTS,090007 - SAUCES CHAUDES,DTF NORD EST,NORD F,AUCHEL -GANDHI,3560071537289,190G SAUCE PESTO ROSSO CRF CL,DPK-1,null,Dépicking,null,1,null,8.369678511,null,168.400157417,56.133385806
01 - EPICERIE,045 - CONFISERIE,045 - CONFISERIE,045003 - CONFISERIE DE CHOCOLAT,DTF NORD EST,NORD F,AUCHEL -GANDHI,5000159557658,500G 10X TWIX,DPK-1,2,Dépicking,6,1,null,4.558840037,null,286.027394134,95.342464711
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015005 - DOSETTE RIGIDE CAFE ET AUTRES,DTF NORD EST,NORD F,AUCHEL -GANDHI,8711000705001,L'OR ESPRESSO DELIZIOSO X50,DPK-1,324,Dépicking,null,1,null,5.400886037,null,1034.645764279,344.881921426
01 - EPICERIE,030 - CEREALES ET EN-CAS,030 - CEREALES ET EN-CAS,030003 - BARRES CEREALIERES ET EN-CAS,DTF NORD EST,NORD F,AUCHEL -GANDHI,8410076610737,BARRES PROTEIN CHOCOLAT 4X40G,DPK-1,null,Dépicking,null,1,null,8.637179487,null,296.680893926,98.893631309
01 - EPICERIE,120 - CONFITURES,120 - CONFITURES,120001 - COMPOTES,DTF NORD EST,NORD F,AUCHEL -GANDHI,3560070969852,12X90G GRD PANACHE SSA CRF BIO,DPK-1,null,Dépicking,null,1,null,3.29221902,null,197.984366419,65.994788806
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161002 - PRODUITS SECS POUR CHATS,DTF NORD EST,NORD F,AUCHEL -GANDHI,3560071001575,"7,5KG CROQ POULET/LEG CHAT CRF",DPK-1,632,Dépicking,null,1,null,3.783073852,null,485.677098214,161.892366071
01 - EPICERIE,090 - SAUCES ET CONDIMENTS,090 - SAUCES ET CONDIMENTS,090007 - SAUCES CHAUDES,DTF NORD EST,NORD F,AUCHEL -GANDHI,3245413808196,190G PESTO VERDE CRF CLASSIC,DPK-1,412,Dépicking,null,6,null,7.851771772,null,152.842893369,50.947631123
01 - EPICERIE,120 - CONFITURES,120 - CONFITURES,120005 - PATES A TARTINER,DTF NORD EST,NORD F,AUCHEL -GANDHI,8052575090230,250G NOCCIOLATA PAT BIO,DPK-2,6,Dépicking,4,2,0.7,9.303363914,17.43,303.79198778,101.263995927
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF NORD EST,NORD F,AUCHEL -GANDHI,5060042641000,150G CHIPS LEGERE.SALEES TYRRE,DPK-1,null,Dépicking,null,3,null,7.325444552,null,249.09748436,83.032494787
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015001 - CAFES GRAINS,DTF NORD EST,NORD F,AUCHEL -GANDHI,3187570071245,1KG GRAINS ITALIAN STYLE MALGO,DPK-1,null,Dépicking,null,1,null,2.169954868,null,462.919881244,154.306627081
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015005 - DOSETTE RIGIDE CAFE ET AUTRES,DTF NORD EST,NORD F,AUCHEL -GANDHI,8711000705094,L'OR ESPRESSO RISTRETTO X50,DPK-1,299,Dépicking,null,1,null,5.756706753,null,1215.143761343,405.047920448
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015005 - DOSETTE RIGIDE CAFE ET AUTRES,DTF NORD EST,NORD F,AUCHEL -GANDHI,8711000705032,L'OR ESPRESSO FORZA CAPS X50,DPK-1,284,Dépicking,null,1,null,5.207614679,null,1011.288338434,337.096112811
01 - EPICERIE,120 - CONFITURES,120 - CONFITURES,120005 - PATES A TARTINER,DTF NORD EST,NORD F,AUCHEL -GANDHI,8052575090254,650G NOCCIOLATA BIO PAT RIGONI,DPK-2,null,Dépicking,null,1,null,5.027272727,null,531.0865717,177.028857233
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015001 - CAFES GRAINS,DTF NORD EST,NORD F,AUCHEL -GANDHI,8000070063334,1KG CN GRAIN CLASSIC RFA,DPK-1,21,Dépicking,5,1,0.233333333,1.980535055,21.69,866.389077199,288.796359066
01 - EPICERIE,045 - CONFISERIE,045 - CONFISERIE,045001 - CONFISERIE DE SUCRE,DTF NORD EST,NORD F,AUCHEL -GANDHI,3103220033838,600G HAPPY BOX HARIBO,DPK-1,9,Dépicking,9,1,null,5.026361656,null,292.20282844,97.400942813
01 - EPICERIE,005 - PANIFICATION SECHE,005 - PANIFICATION SECHE,005001 - BISCOTTES,DTF NORD EST,NORD F,AUCHEL -GANDHI,3017760719490,260G GOURM.GOUT BRIOCHE PELLET,DPK-1,506,Dépicking,null,1,null,5.541400304,null,166.768551537,55.589517179
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070003 - CHIPS ANCIENNE,DTF NORD EST,NORD F,AUCHEL -GANDHI,3497917000075,250G CRAQUANTE NATURE BRETS,DPK-3,149,Dépicking,1,1,null,6.357424714,null,225.703479263,75.234493088
01 - EPICERIE,135 - CONSERV.&HORS D'OEUV. POISSONS,135 - CONSERV.&HORS D'OEUV. POISSONS,135002 - THON,DTF GRAND OUEST,NOUVELLE-AQUITAINE F,AUDENGE,3560070811762,3 X 1/4 THON ALBACO PREC CRF C,DPK-1,5,Dépicking,60,12,1.866666667,7.483393829,89.229,399.239503578,133.079834526
01 - EPICERIE,166 - ETHNIQUE,166 - ETHNIQUE,166002 - PRDTS EXOTIQUES ASIE,DTF GRAND OUEST,NOUVELLE-AQUITAINE F,AUDENGE,8886303210238,200ML LAIT DE NOIX COCO KARA,DPK-2,null,Dépicking,0,3,null,15.622514928,null,269.820110532,89.940036844
01 - EPICERIE,100 - TOUT POUR L'APERITIF,100 - TOUT POUR L'APERITIF,100001 - GRAINES ET MELANGES,DTF GRAND OUEST,NOUVELLE-AQUITAINE F,AUDENGE,3327271206809,700G CACAHUETE GRILLEE SALEE,DPK-1,117,Dépicking,0,2,null,3.673820982,null,235.590629944,78.530209981
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF SUD EST,OCCITANIE 3 F,AUMONT AUBRAC,3560070621347,6X30G CHIPS ONDULEES NATURE,DPK-2,378,Dépicking,0,1,null,7.912183236,null,190.632509381,63.544169794
